Id,Fipe,Marca,Modelo,Valor,Ano Fabricacao,Ano Modelo,KM,Transmissao,Cor,Versao,Cidade,Tipo Vendedor,Link
39611533,104,JEEP,RENEGADE,95900,2019,2020,41938,Automática,Branco,1.8 16V FLEX SPORT 4P AUTOMATICO,Itajaí,PJ,https://www.webmotors.com.br/comprar/JEEP/RENEGADE/1.8-16V-FLEX-SPORT-4P-AUTOMATICO/4-portas/2019-2020/39611533
39324924,109,CHEVROLET,SPIN,93900,2018,2019,44000,Automática,Branco,1.8 ACTIV7 8V FLEX 4P AUTOMATICO,Tijucas,PJ,https://www.webmotors.com.br/comprar/CHEVROLET/SPIN/1.8-ACTIV7-8V-FLEX-4P-AUTOMATICO/4-portas/2018-2019/39324924
39325061,105,PEUGEOT,2008,98900,2020,2020,14485,Automática,Cinza,1.6 16V FLEX GRIFFE 4P AUTOMATICO,Itajaí,PJ,https://www.webmotors.com.br/comprar/PEUGEOT/2008/1.6-16V-FLEX-GRIFFE-4P-AUTOMATICO/4-portas/2020-2020/39325061
39611941,126,FORD,FIESTA,29900,2010,2011,116000,Manual,Vermelho,1.0 MPI HATCH 8V FLEX 4P MANUAL,São João Batista,PJ,https://www.webmotors.com.br/comprar/FORD/FIESTA/1.0-MPI-HATCH-8V-FLEX-4P-MANUAL/4-portas/2010-2011/39611941
37891928,101,TOYOTA,COROLLA,80900,2015,2016,120000,Automática,Preto,1.8 GLI UPPER 16V FLEX 4P AUTOMATICO,Itajaí,PJ,https://www.webmotors.com.br/comprar/TOYOTA/COROLLA/1.8-GLI-UPPER-16V-FLEX-4P-AUTOMATICO/4-portas/2015-2016/37891928
37891958,97,TOYOTA,YARIS,77900,2018,2019,73810,Automática,Branco,1.3 16V FLEX XL PLUS TECH MULTIDRIVE,São José,PJ,https://www.webmotors.com.br/comprar/TOYOTA/YARIS/1.3-16V-FLEX-XL-PLUS-TECH-MULTIDRIVE/4-portas/2018-2019/37891958
39325719,108,JEEP,RENEGADE,89900,2017,2018,75482,Automática,Preto,1.8 16V FLEX SPORT 4P AUTOMATICO,Itajaí,PJ,https://www.webmotors.com.br/comprar/JEEP/RENEGADE/1.8-16V-FLEX-SPORT-4P-AUTOMATICO/4-portas/2017-2018/39325719
38178924,105,CHEVROLET,PRISMA,46990,2014,2015,108000,Manual,Branco,1.0 MPFI LT 8V FLEX 4P MANUAL,Brusque,PJ,https://www.webmotors.com.br/comprar/CHEVROLET/PRISMA/1.0-MPFI-LT-8V-FLEX-4P-MANUAL/4-portas/2014-2015/38178924
39612697,107,CHEVROLET,ONIX,93500,2021,2021,9500,Automática,Prata,1.0 TURBO FLEX PLUS LTZ AUTOMATICO,Penha,PJ,https://www.webmotors.com.br/comprar/CHEVROLET/ONIX/1.0-TURBO-FLEX-PLUS-LTZ-AUTOMATICO/4-portas/2021-2021/39612697
39612792,103,VOLKSWAGEN,POLO,82500,2018,2018,57000,Automática,Branco,1.0 200 TSI HIGHLINE AUTOMATICO,Penha,PJ,https://www.webmotors.com.br/comprar/VOLKSWAGEN/POLO/1.0-200-TSI-HIGHLINE-AUTOMATICO/4-portas/2018-2018/39612792
39326117,107,HYUNDAI,HB20,71990,2021,2022,0,Manual,Prata,1.0 12V FLEX VISION MANUAL,Florianópolis,PJ,https://www.webmotors.com.br/comprar/HYUNDAI/HB20/1.0-12V-FLEX-VISION-MANUAL/4-portas/2021-2022/39326117
39326287,103,VOLKSWAGEN,FOX,59900,2019,2020,32260,Manual,Cinza,1.6 MSI TOTAL FLEX CONNECT 4P MANUAL,Florianópolis,PJ,https://www.webmotors.com.br/comprar/VOLKSWAGEN/FOX/1.6-MSI-TOTAL-FLEX-CONNECT-4P-MANUAL/4-portas/2019-2020/39326287
39613026,114,FORD,FIESTA,56990,2015,2015,93000,Automática,Branco,1.6 TITANIUM SEDAN 16V FLEX 4P POWERSHIFT,Guabiruba,PJ,https://www.webmotors.com.br/comprar/FORD/FIESTA/1.6-TITANIUM-SEDAN-16V-FLEX-4P-POWERSHIFT/4-portas/2015-2015/39613026
39326539,106,PEUGEOT,2008,59900,2015,2016,92000,Automática,Branco,1.6 16V FLEX ALLURE 4P AUTOMATICO,Itajaí,PJ,https://www.webmotors.com.br/comprar/PEUGEOT/2008/1.6-16V-FLEX-ALLURE-4P-AUTOMATICO/4-portas/2015-2016/39326539
39326542,106,KIA,SORENTO,85900,2015,2015,90000,Automática,Prata,2.4 16V GASOLINA EX AUTOMATICO,Itajaí,PJ,https://www.webmotors.com.br/comprar/KIA/SORENTO/2.4-16V-GASOLINA-EX-AUTOMATICO/4-portas/2015-2015/39326542
39326552,108,FORD,KA,48900,2016,2017,58000,Manual,Prata,1.0 TI-VCT FLEX SEL MANUAL,Itajaí,PJ,https://www.webmotors.com.br/comprar/FORD/KA/1.0-TI-VCT-FLEX-SEL-MANUAL/4-portas/2016-2017/39326552
39326564,104,FIAT,STRADA,85900,2020,2021,11000,Manual,Branco,1.4 FIRE FLEX ENDURANCE CS MANUAL,Itajaí,PJ,https://www.webmotors.com.br/comprar/FIAT/STRADA/1.4-FIRE-FLEX-ENDURANCE-CS-MANUAL/2-portas/2020-2021/39326564
39326566,105,CITROEN,AIRCROSS,54900,2018,2018,42000,Manual,Prata,1.6 VTI 120 FLEX START MANUAL,Itajaí,PJ,https://www.webmotors.com.br/comprar/CITROEN/AIRCROSS/1.6-VTI-120-FLEX-START-MANUAL/4-portas/2018-2018/39326566
39326607,107,VOLKSWAGEN,CROSSFOX,59900,2015,2016,84000,Manual,Preto,1.6 MSI FLEX 16V 4P MANUAL,Itajaí,PJ,https://www.webmotors.com.br/comprar/VOLKSWAGEN/CROSSFOX/1.6-MSI-FLEX-16V-4P-MANUAL/4-portas/2015-2016/39326607
39326617,666,AUDI,A5,98900,2013,2013,71544,Automática,Branco,2.0 TFSI SPORTBACK AMBIENTE 16V GASOLINA 4P MULTITRONIC,Itajaí,PJ,https://www.webmotors.com.br/comprar/AUDI/A5/2.0-TFSI-SPORTBACK-AMBIENTE-16V-GASOLINA-4P-MULTITRONIC/4-portas/2013-2013/39326617
39613358,115,FIAT,PALIO,42900,2013,2014,119990,Manual,Prata,1.6 MPI ESSENCE 16V FLEX 4P MANUAL,São João Batista,PJ,https://www.webmotors.com.br/comprar/FIAT/PALIO/1.6-MPI-ESSENCE-16V-FLEX-4P-MANUAL/4-portas/2013-2014/39613358
39900242,107,VOLKSWAGEN,UP,39900,2014,2015,76500,Manual,Preto,1.0 MPI TAKE UP 12V FLEX 4P MANUAL,Balneário Camboriú,PJ,https://www.webmotors.com.br/comprar/VOLKSWAGEN/UP/1.0-MPI-TAKE-UP-12V-FLEX-4P-MANUAL/4-portas/2014-2015/39900242
39613962,112,FIAT,FIORINO,84990,2019,2020,41000,Manual,Branco,1.4 MPI FURGAO HARD WORKING 8V FLEX 2P MANUAL,Brusque,PJ,https://www.webmotors.com.br/comprar/FIAT/FIORINO/1.4-MPI-FURGAO-HARD-WORKING-8V-FLEX-2P-MANUAL/2-portas/2019-2020/39613962
39613973,105,FIAT,STRADA,62989,2015,2015,77887,Manual,Cinza,1.4 MPI WORKING CD 8V FLEX 3P MANUAL,Itajaí,PJ,https://www.webmotors.com.br/comprar/FIAT/STRADA/1.4-MPI-WORKING-CD-8V-FLEX-3P-MANUAL/3-portas/2015-2015/39613973
39900734,113,VOLKSWAGEN,FOX,53990,2015,2016,78000,Manual,Vermelho,1.6 MSI COMFORTLINE 8V FLEX 4P MANUAL,Tijucas,PJ,https://www.webmotors.com.br/comprar/VOLKSWAGEN/FOX/1.6-MSI-COMFORTLINE-8V-FLEX-4P-MANUAL/4-portas/2015-2016/39900734
39900787,109,RENAULT,SANDERO,25900,2009,2010,109273,Manual,Cinza,1.6 AUTHENTIQUE 8V FLEX 4P MANUAL,Itajaí,PJ,https://www.webmotors.com.br/comprar/RENAULT/SANDERO/1.6-AUTHENTIQUE-8V-FLEX-4P-MANUAL/4-portas/2009-2010/39900787
37320396,105,JEEP,RENEGADE,96900,2018,2018,50000,Automática,Branco,1.8 16V FLEX LIMITED 4P AUTOMATICO,Itajaí,PJ,https://www.webmotors.com.br/comprar/JEEP/RENEGADE/1.8-16V-FLEX-LIMITED-4P-AUTOMATICO/4-portas/2018-2018/37320396
39901174,109,FIAT,PALIO,36990,2012,2013,79000,Manual,Cinza,1.4 MPI ATTRACTIVE 8V FLEX 4P MANUAL,Brusque,PJ,https://www.webmotors.com.br/comprar/FIAT/PALIO/1.4-MPI-ATTRACTIVE-8V-FLEX-4P-MANUAL/4-portas/2012-2013/39901174
39614811,125,FIAT,SIENA,48900,2015,2015,69500,Manual,Branco,1.4 MPI EL 8V FLEX 4P MANUAL,Brusque,PJ,https://www.webmotors.com.br/comprar/FIAT/SIENA/1.4-MPI-EL-8V-FLEX-4P-MANUAL/4-portas/2015-2015/39614811
39901650,110,FIAT,STRADA,72899,2015,2015,61494,Manual,Branco,1.8 MPI ADVENTURE CD 16V FLEX 3P MANUAL,Blumenau,PJ,https://www.webmotors.com.br/comprar/FIAT/STRADA/1.8-MPI-ADVENTURE-CD-16V-FLEX-3P-MANUAL/3-portas/2015-2015/39901650
39901849,103,CHEVROLET,JOY,55850,2019,2020,84552,Manual,Branco,1.0 SPE4 FLEX MANUAL,Itajaí,PJ,https://www.webmotors.com.br/comprar/CHEVROLET/JOY/1.0-SPE4-FLEX-MANUAL/4-portas/2019-2020/39901849
39328464,125,FIAT,PALIO,38900,2014,2015,65241,Manual,Branco,1.0 MPI FIRE 8V FLEX 4P MANUAL,Itajaí,PJ,https://www.webmotors.com.br/comprar/FIAT/PALIO/1.0-MPI-FIRE-8V-FLEX-4P-MANUAL/4-portas/2014-2015/39328464
39328468,125,FIAT,UNO,42900,2014,2014,98789,Manual,Preto,1.4 EVO ECONOMY 8V FLEX 4P MANUAL,Itajaí,PJ,https://www.webmotors.com.br/comprar/FIAT/UNO/1.4-EVO-ECONOMY-8V-FLEX-4P-MANUAL/4-portas/2014-2014/39328468
39328613,109,RENAULT,DUSTER OROCH,92900,2018,2019,27384,Automática,Preto,2.0 16V HI-FLEX DYNAMIQUE AUTOMATICO,Itajaí,PJ,https://www.webmotors.com.br/comprar/RENAULT/DUSTER OROCH/2.0-16V-HI-FLEX-DYNAMIQUE-AUTOMATICO/4-portas/2018-2019/39328613
39328621,108,RENAULT,LOGAN,53900,2019,2020,73908,Manual,Preto,1.0 12V SCE FLEX AUTHENTIQUE MANUAL,Itajaí,PJ,https://www.webmotors.com.br/comprar/RENAULT/LOGAN/1.0-12V-SCE-FLEX-AUTHENTIQUE-MANUAL/4-portas/2019-2020/39328621
39615492,103,CHEVROLET,CRUZE,68000,2014,2014,105000,Automática,Branco,1.8 LTZ SPORT6 16V FLEX 4P AUTOMATICO,Itajaí,PJ,https://www.webmotors.com.br/comprar/CHEVROLET/CRUZE/1.8-LTZ-SPORT6-16V-FLEX-4P-AUTOMATICO/4-portas/2014-2014/39615492
39615512,113,FORD,ECOSPORT,66900,2014,2015,82000,Manual,Preto,2.0 TITANIUM 16V FLEX 4P POWERSHIFT,Balneário Camboriú,PJ,https://www.webmotors.com.br/comprar/FORD/ECOSPORT/2.0-TITANIUM-16V-FLEX-4P-POWERSHIFT/4-portas/2014-2015/39615512
39328921,99,PEUGEOT,2008,74900,2017,2018,46030,Manual,Cinza,1.6 16V FLEX GRIFFE 4P AUTOMATICO,Itajaí,PJ,https://www.webmotors.com.br/comprar/PEUGEOT/2008/1.6-16V-FLEX-GRIFFE-4P-AUTOMATICO/4-portas/2017-2018/39328921
39329371,118,KIA,SPORTAGE,99900,2013,2014,72990,Automática,Branco,2.0 EX 4X2 16V FLEX 4P AUTOMATICO,Brusque,PJ,https://www.webmotors.com.br/comprar/KIA/SPORTAGE/2.0-EX-4X2-16V-FLEX-4P-AUTOMATICO/4-portas/2013-2014/39329371
37895792,108,FIAT,FIORINO,82000,2019,2020,57815,Manual,Branco,1.4 MPI FURGAO HARD WORKING 8V FLEX 2P MANUAL,Nova Trento,PJ,https://www.webmotors.com.br/comprar/FIAT/FIORINO/1.4-MPI-FURGAO-HARD-WORKING-8V-FLEX-2P-MANUAL/2-portas/2019-2020/37895792
39616332,107,FIAT,ARGO,62900,2019,2020,27000,Manual,Branco,1.0 FIREFLY FLEX DRIVE MANUAL,Itajaí,PJ,https://www.webmotors.com.br/comprar/FIAT/ARGO/1.0-FIREFLY-FLEX-DRIVE-MANUAL/4-portas/2019-2020/39616332
38756366,95,VOLKSWAGEN,VIRTUS,82070,2020,2020,51015,Manual,Prata,1.0 200 TSI COMFORTLINE AUTOMATICO,Itajaí,PJ,https://www.webmotors.com.br/comprar/VOLKSWAGEN/VIRTUS/1.0-200-TSI-COMFORTLINE-AUTOMATICO/4-portas/2020-2020/38756366
39329911,103,FORD,KA,46900,2016,2017,86400,Manual,Prata,1.5 SIGMA FLEX SE MANUAL,Balneário Camboriú,PF,https://www.webmotors.com.br/comprar/FORD/KA/1.5-SIGMA-FLEX-SE-MANUAL/0-portas/2016-2017/39329911
37322917,108,FORD,FOCUS,74990,2018,2018,51000,Manual,Branco,1.6 SE 16V FLEX 4P MANUAL,Guabiruba,PJ,https://www.webmotors.com.br/comprar/FORD/FOCUS/1.6-SE-16V-FLEX-4P-MANUAL/4-portas/2018-2018/37322917
39616722,104,HONDA,CIVIC,79900,2015,2016,118000,Automática,Preto,2.0 LXR 16V FLEX 4P AUTOMATICO,Blumenau,PJ,https://www.webmotors.com.br/comprar/HONDA/CIVIC/2.0-LXR-16V-FLEX-4P-AUTOMATICO/4-portas/2015-2016/39616722
39903525,666,CHEVROLET,PRISMA,59890,2017,2018,79550,Manual,Branco,1.4 MPFI LT 8V FLEX 4P MANUAL,São José,PJ,https://www.webmotors.com.br/comprar/CHEVROLET/PRISMA/1.4-MPFI-LT-8V-FLEX-4P-MANUAL/4-portas/2017-2018/39903525
39330217,111,CITROEN,C3,45900,2013,2014,81000,Automática,Preto,1.6 EXCLUSIVE 16V FLEX 4P AUTOMATICO,Florianópolis,PJ,https://www.webmotors.com.br/comprar/CITROEN/C3/1.6-EXCLUSIVE-16V-FLEX-4P-AUTOMATICO/4-portas/2013-2014/39330217
39330225,105,FIAT,FIORINO,79900,2019,2020,49000,Manual,Branco,1.4 MPI FURGAO HARD WORKING 8V FLEX 2P MANUAL,Florianópolis,PJ,https://www.webmotors.com.br/comprar/FIAT/FIORINO/1.4-MPI-FURGAO-HARD-WORKING-8V-FLEX-2P-MANUAL/2-portas/2019-2020/39330225
39617010,107,RENAULT,CAPTUR,92900,2018,2019,37000,Automática,Branco,1.6 16V SCE FLEX INTENSE X-TRONIC,Itajaí,PJ,https://www.webmotors.com.br/comprar/RENAULT/CAPTUR/1.6-16V-SCE-FLEX-INTENSE-X-TRONIC/4-portas/2018-2019/39617010
38756881,100,JEEP,RENEGADE,94610,2019,2020,50495,Automática,Branco,1.8 16V FLEX LONGITUDE 4P AUTOMATICO,Itajaí,PJ,https://www.webmotors.com.br/comprar/JEEP/RENEGADE/1.8-16V-FLEX-LONGITUDE-4P-AUTOMATICO/4-portas/2019-2020/38756881
37036593,98,CHEVROLET,SPIN,59900,2018,2019,80615,Manual,Branco,1.8 LS 8V FLEX 4P MANUAL,São José,PJ,https://www.webmotors.com.br/comprar/CHEVROLET/SPIN/1.8-LS-8V-FLEX-4P-MANUAL/4-portas/2018-2019/37036593
38757050,104,CHEVROLET,ONIX,49500,2018,2018,56101,Manual,Prata,1.0 MPFI JOY 8V FLEX 4P MANUAL,Camboriú,PJ,https://www.webmotors.com.br/comprar/CHEVROLET/ONIX/1.0-MPFI-JOY-8V-FLEX-4P-MANUAL/4-portas/2018-2018/38757050
39330497,107,HYUNDAI,HB20,71990,2021,2022,0,Manual,Prata,1.0 12V FLEX VISION MANUAL,Florianópolis,PJ,https://www.webmotors.com.br/comprar/HYUNDAI/HB20/1.0-12V-FLEX-VISION-MANUAL/4-portas/2021-2022/39330497
39330586,110,HYUNDAI,HB20S,76490,2021,2022,0,Manual,Prata,1.0 12V FLEX VISION MANUAL,Florianópolis,PJ,https://www.webmotors.com.br/comprar/HYUNDAI/HB20S/1.0-12V-FLEX-VISION-MANUAL/4-portas/2021-2022/39330586
38757173,112,VOLKSWAGEN,SPACEFOX,29900,2007,2008,300,Manual,Preto,1.6 MI COMFORTLINE 8V FLEX 4P MANUAL,Balneário Camboriú,PJ,https://www.webmotors.com.br/comprar/VOLKSWAGEN/SPACEFOX/1.6-MI-COMFORTLINE-8V-FLEX-4P-MANUAL/4-portas/2007-2008/38757173
38757293,109,FIAT,GRAND SIENA,40500,2012,2013,108932,Manual,Prata,1.6 MPI ESSENCE 16V FLEX 4P MANUAL,Camboriú,PJ,https://www.webmotors.com.br/comprar/FIAT/GRAND SIENA/1.6-MPI-ESSENCE-16V-FLEX-4P-MANUAL/4-portas/2012-2013/38757293
39044394,104,VOLKSWAGEN,SPACE CROSS,44900,2012,2013,105000,Manual,Prata,1.6 MI 8V FLEX 4P MANUAL,Itapema,PJ,https://www.webmotors.com.br/comprar/VOLKSWAGEN/SPACE CROSS/1.6-MI-8V-FLEX-4P-MANUAL/4-portas/2012-2013/39044394
38184256,112,RENAULT,SANDERO,43500,2016,2017,103000,Manual,Branco,1.0 EXPRESSION 16V FLEX 4P MANUAL,Itajaí,PJ,https://www.webmotors.com.br/comprar/RENAULT/SANDERO/1.0-EXPRESSION-16V-FLEX-4P-MANUAL/4-portas/2016-2017/38184256
39044524,114,FIAT,PALIO,51900,2014,2015,70000,Manual,Prata,1.6 MPI SPORTING 16V FLEX 4P MANUAL,Porto Belo,PJ,https://www.webmotors.com.br/comprar/FIAT/PALIO/1.6-MPI-SPORTING-16V-FLEX-4P-MANUAL/4-portas/2014-2015/39044524
39904900,107,RENAULT,KWID,46890,2019,2019,54909,Manual,Preto,1.0 12V SCE FLEX ZEN MANUAL,São José,PJ,https://www.webmotors.com.br/comprar/RENAULT/KWID/1.0-12V-SCE-FLEX-ZEN-MANUAL/4-portas/2019-2019/39904900
38184647,100,FIAT,UNO,48500,2019,2020,67000,Manual,Branco,1.0 FIRE FLEX ATTRACTIVE MANUAL,Itajaí,PJ,https://www.webmotors.com.br/comprar/FIAT/UNO/1.0-FIRE-FLEX-ATTRACTIVE-MANUAL/4-portas/2019-2020/38184647
39905072,111,CITROEN,AIRCROSS,52900,2015,2015,81423,Automática,Preto,1.6 EXCLUSIVE 16V FLEX 4P AUTOMATICO,Itajaí,PJ,https://www.webmotors.com.br/comprar/CITROEN/AIRCROSS/1.6-EXCLUSIVE-16V-FLEX-4P-AUTOMATICO/4-portas/2015-2015/39905072
39331639,105,CHEVROLET,MONTANA,59900,2019,2019,42000,Manual,Branco,1.4 MPFI LS CS 8V FLEX 2P MANUAL,Itajaí,PJ,https://www.webmotors.com.br/comprar/CHEVROLET/MONTANA/1.4-MPFI-LS-CS-8V-FLEX-2P-MANUAL/2-portas/2019-2019/39331639
39618409,108,CHEVROLET,ONIX,78900,2020,2021,70000,Manual,Prata,1.0 FLEX LT MANUAL,Itajaí,PJ,https://www.webmotors.com.br/comprar/CHEVROLET/ONIX/1.0-FLEX-LT-MANUAL/4-portas/2020-2021/39618409
39618431,108,CHEVROLET,ONIX,58900,2019,2019,40000,Manual,Branco,1.0 MPFI LT 8V FLEX 4P MANUAL,Itajaí,PJ,https://www.webmotors.com.br/comprar/CHEVROLET/ONIX/1.0-MPFI-LT-8V-FLEX-4P-MANUAL/4-portas/2019-2019/39618431
39618516,108,CHEVROLET,CRUZE,95900,2016,2017,64700,Automática,Branco,1.4 TURBO LTZ 16V FLEX 4P AUTOMATICO,Gaspar,PJ,https://www.webmotors.com.br/comprar/CHEVROLET/CRUZE/1.4-TURBO-LTZ-16V-FLEX-4P-AUTOMATICO/4-portas/2016-2017/39618516
39905269,109,FIAT,FIORINO,82900,2019,2020,75123,Manual,Branco,1.4 MPI FURGAO HARD WORKING 8V FLEX 2P MANUAL,Balneário Camboriú,PJ,https://www.webmotors.com.br/comprar/FIAT/FIORINO/1.4-MPI-FURGAO-HARD-WORKING-8V-FLEX-2P-MANUAL/2-portas/2019-2020/39905269
39618577,109,HONDA,FIT,52900,2012,2013,118902,Automática,Prata,1.4 LX 16V FLEX 4P AUTOMATICO,Itajaí,PJ,https://www.webmotors.com.br/comprar/HONDA/FIT/1.4-LX-16V-FLEX-4P-AUTOMATICO/4-portas/2012-2013/39618577
39905709,100,CITROEN,C3,46900,2017,2017,72002,Manual,Branco,1.2 TENDANCE 12V FLEX 4P MANUAL,Itajaí,PJ,https://www.webmotors.com.br/comprar/CITROEN/C3/1.2-TENDANCE-12V-FLEX-4P-MANUAL/4-portas/2017-2017/39905709
39905969,104,RENAULT,KANGOO,54500,2016,2017,58000,Manual,Branco,1.6 EXPRESS 16V FLEX 4P MANUAL,São José,PJ,https://www.webmotors.com.br/comprar/RENAULT/KANGOO/1.6-EXPRESS-16V-FLEX-4P-MANUAL/3-portas/2016-2017/39905969
39046010,106,HYUNDAI,HB20,69900,2020,2020,18052,Manual,Cinza,1.0 12V FLEX EVOLUTION MANUAL,Blumenau,PJ,https://www.webmotors.com.br/comprar/HYUNDAI/HB20/1.0-12V-FLEX-EVOLUTION-MANUAL/4-portas/2020-2020/39046010
39906221,110,FORD,FIESTA,54999,2014,2015,66000,Automática,Prata,1.6 TITANIUM HATCH 16V FLEX 4P POWERSHIFT,Guabiruba,PJ,https://www.webmotors.com.br/comprar/FORD/FIESTA/1.6-TITANIUM-HATCH-16V-FLEX-4P-POWERSHIFT/4-portas/2014-2015/39906221
39046108,106,CHEVROLET,TRACKER,94900,2019,2019,20376,Automática,Vermelho,1.4 16V TURBO FLEX LT AUTOMATICO,Blumenau,PJ,https://www.webmotors.com.br/comprar/CHEVROLET/TRACKER/1.4-16V-TURBO-FLEX-LT-AUTOMATICO/4-portas/2019-2019/39046108
39619697,666,FORD,FIESTA,31900,2011,2012,113900,Manual,Branco,1.6 MPI CLASS HATCH 8V FLEX 4P MANUAL,Itajaí,PJ,https://www.webmotors.com.br/comprar/FORD/FIESTA/1.6-MPI-CLASS-HATCH-8V-FLEX-4P-MANUAL/4-portas/2011-2012/39619697
39906456,103,FIAT,TORO,92989,2016,2017,61683,Automática,Branco,1.8 16V EVO FLEX FREEDOM AT6,Itajaí,PJ,https://www.webmotors.com.br/comprar/FIAT/TORO/1.8-16V-EVO-FLEX-FREEDOM-AT6/4-portas/2016-2017/39906456
39906617,125,RENAULT,LOGAN,31900,2011,2011,62623,Manual,Prata,1.6 EXPRESSION 8V HI-FLEX 4P MANUAL,Itajaí,PJ,https://www.webmotors.com.br/comprar/RENAULT/LOGAN/1.6-EXPRESSION-8V-HI-FLEX-4P-MANUAL/4-portas/2011-2011/39906617
39046831,110,HYUNDAI,HB20S,61500,2018,2018,63000,Manual,Branco,1.0 COMFORT PLUS 12V FLEX 4P MANUAL,Penha,PJ,https://www.webmotors.com.br/comprar/HYUNDAI/HB20S/1.0-COMFORT-PLUS-12V-FLEX-4P-MANUAL/4-portas/2018-2018/39046831
38186794,111,HYUNDAI,HB20S,79900,2018,2018,80000,Automática,Preto,1.6 PREMIUM 16V FLEX 4P AUTOMATICO,Balneário Camboriú,PJ,https://www.webmotors.com.br/comprar/HYUNDAI/HB20S/1.6-PREMIUM-16V-FLEX-4P-AUTOMATICO/4-portas/2018-2018/38186794
39620691,104,VOLKSWAGEN,GOL,57900,2021,2021,24000,Manual,Branco,1.0 12V MPI TOTALFLEX 4P MANUAL,São José,PJ,https://www.webmotors.com.br/comprar/VOLKSWAGEN/GOL/1.0-12V-MPI-TOTALFLEX-4P-MANUAL/4-portas/2021-2021/39620691
39047321,104,HONDA,HR-V,95000,2015,2016,97200,Automática,Cinza,1.8 16V FLEX EXL 4P AUTOMATICO,Itajaí,PJ,https://www.webmotors.com.br/comprar/HONDA/HR-V/1.8-16V-FLEX-EXL-4P-AUTOMATICO/4-portas/2015-2016/39047321
39047334,107,VOLKSWAGEN,GOL,55900,2019,2019,49000,Manual,Cinza,1.6 MSI TOTALFLEX 4P MANUAL,Itajaí,PJ,https://www.webmotors.com.br/comprar/VOLKSWAGEN/GOL/1.6-MSI-TOTALFLEX-4P-MANUAL/4-portas/2019-2019/39047334
39047366,104,RENAULT,KWID,55900,2021,2022,10923,Manual,Branco,1.0 12V SCE FLEX ZEN MANUAL,Tijucas,PJ,https://www.webmotors.com.br/comprar/RENAULT/KWID/1.0-12V-SCE-FLEX-ZEN-MANUAL/4-portas/2021-2022/39047366
39334177,109,HYUNDAI,HB20,51900,2015,2016,98000,Manual,Branco,1.0 COMFORT STYLE 12V FLEX 4P MANUAL,Brusque,PJ,https://www.webmotors.com.br/comprar/HYUNDAI/HB20/1.0-COMFORT-STYLE-12V-FLEX-4P-MANUAL/4-portas/2015-2016/39334177
39047482,110,CITROEN,C3,45900,2015,2016,66862,Manual,Prata,1.5 TENDANCE 8V FLEX 4P MANUAL,Tijucas,PJ,https://www.webmotors.com.br/comprar/CITROEN/C3/1.5-TENDANCE-8V-FLEX-4P-MANUAL/4-portas/2015-2016/39047482
39907794,98,CITROEN,AIRCROSS,62900,2019,2020,25110,Manual,Branco,1.6 VTI 120 FLEX START MANUAL,Penha,PJ,https://www.webmotors.com.br/comprar/CITROEN/AIRCROSS/1.6-VTI-120-FLEX-START-MANUAL/4-portas/2019-2020/39907794
38187501,115,CHEVROLET,CRUZE,67900,2014,2014,77000,Automática,Branco,1.8 LT 16V FLEX 4P AUTOMATICO,Balneário Camboriú,PJ,https://www.webmotors.com.br/comprar/CHEVROLET/CRUZE/1.8-LT-16V-FLEX-4P-AUTOMATICO/4-portas/2014-2014/38187501
39907821,666,FORD,FIESTA,37900,2013,2014,90444,Manual,Vermelho,1.0 ROCAM S SEDAN 8V FLEX 4P MANUAL,Penha,PJ,https://www.webmotors.com.br/comprar/FORD/FIESTA/1.0-ROCAM-S-SEDAN-8V-FLEX-4P-MANUAL/4-portas/2013-2014/39907821
39907832,111,HYUNDAI,HB20X,54900,2013,2014,89555,Manual,Preto,1.6 16V PREMIUM FLEX 4P MANUAL,Penha,PJ,https://www.webmotors.com.br/comprar/HYUNDAI/HB20X/1.6-16V-PREMIUM-FLEX-4P-MANUAL/4-portas/2013-2014/39907832
39907875,105,VOLKSWAGEN,SAVEIRO,42900,2014,2015,89458,Manual,Branco,1.6 MI STARTLINE CS 8V FLEX 2P MANUAL,Penha,PJ,https://www.webmotors.com.br/comprar/VOLKSWAGEN/SAVEIRO/1.6-MI-STARTLINE-CS-8V-FLEX-2P-MANUAL/2-portas/2014-2015/39907875
39908122,108,FORD,ECOSPORT,69900,2016,2017,20000,Automática,Branco,1.6 SE 16V FLEX 4P POWERSHIFT,Itajaí,PJ,https://www.webmotors.com.br/comprar/FORD/ECOSPORT/1.6-SE-16V-FLEX-4P-POWERSHIFT/4-portas/2016-2017/39908122
39334695,666,VOLKSWAGEN,FUSCA,60000,1974,1974,52300,Manual,Azul,1.3 8V GASOLINA 2P MANUAL,Brusque,PJ,https://www.webmotors.com.br/comprar/VOLKSWAGEN/FUSCA/1.3-8V-GASOLINA-2P-MANUAL/2-portas/1974-1974/39334695
39908153,108,FORD,ECOSPORT,82900,2018,2019,42000,Automática,Branco,1.5 TI-VCT FLEX SE AUTOMATICO,Itajaí,PJ,https://www.webmotors.com.br/comprar/FORD/ECOSPORT/1.5-TI-VCT-FLEX-SE-AUTOMATICO/4-portas/2018-2019/39908153
38761549,102,PEUGEOT,2008,64900,2015,2016,53000,Automática,Prata,1.6 16V FLEX GRIFFE 4P AUTOMATICO,São José,PJ,https://www.webmotors.com.br/comprar/PEUGEOT/2008/1.6-16V-FLEX-GRIFFE-4P-AUTOMATICO/4-portas/2015-2016/38761549
